text,label,sentiment_score
"Someone NASA posted significant mass margins HST re-boost mission. A back asked carry EDO pallet up, answer mass margins tight enough, even carrying extra suits. Where's wingo need him:-) COme on. Knock S**T off. YOu forget, skylab, overnight mission planning repair EVA's. Also theøÄ Intelsat Mission, overnight WETF simulations. I somehow think could train new EVA 8 months. And building hardware, anything built want bad enough. YOu forget, BUS 1 already built. ahve soup up, even test delta mission. Don't get mode negativism. besides, rate missions slip, Discovery launch mission March. that's almost year. Ah, much expensive Second HST servicing mission. YOu forget, bum FGS, Solar array electronics, getting hinky still 8 months servicing mission. The time space walks growing rapidly. THis orignally planned 3 spacewalks, 5 EVA's 3 reserve walks. If SMT avoid second servicing mission that's $500 million saved. If Weight savings, means sit orbit 30 Days. handle contingency problems, that's quite savings. Of course, need Saturn V apollo too. problems aperture door, I sure work way handle that. Maybe Plug made Frozen ice.? keep contamination, yet sublime away teh boost.",1,-0.6369
"Unless I'm imaging things, (always possibility =) 1992 QB1, Kuiper Belt object discovered last year, known Smiley.",1,0.7096
"Devallano went earlier extensively Russian strategy anyone else...and first GM ""waste"" high draft choices young Russians...Devallano would still GM succombed Demers pleading make Oates-Federko et al trade...which deal sealed fate. Murray made decent trades...no doubt...but due stupidity cheapness teams brilliance part...Washington cheap pay Ciccarelli essentially gave away...and Carson really big anchor team, able sucker rookie GM give Paul Coffey deadweight. If Detroit still fails year one defenseman short... wasted opportunity Manson available, unable pull trigger. It judgement enough got...Yzerman many years prime.",0,-0.7096
"=Having read past fail-safe mechanisms spacecraft, I =assumed Command Loss Timer sort function. However I =always find disturbing oxymoron ""NO-OP"" command something. =If command changes behavior status spacecraft =a ""NO-OP"" command. Using argument, NOOP operation computer NOOP, since causes PC incremented. =Of course terminology comes Jet Propulsion Laboratory =nothing jet propulsion. Of course, complaint comes someone clue talking about. -------------------------------------------------------------------------------- Carl J Lydick | INTERnet: CARL@SOL1.GPS.CALTECH.EDU | NSI/HEPnet: SOL1::CARL",1,-0.8689
"us hockey/automobile racing fans know exactly stand ESPN delays martinsville race day NFL draft ESPN shows baseball instead overtime NHL playoff game gimme break, guys => >>Does anyone know race tape delay? Especially Monday??? => >Is weekend NFL draft? => >If so, postponing race day => >a real slap face racing fans. => I'm afraid right (as usual). As I recall => ever since started covering draft live. I wish could work => kind deal somebody else TNN get race => live, I guess ESPN much sharing. It also clarifies => auto racing stands priority list (as already => know ;-) --",0,0.877
"I read refered ""parabolic cross-section"" rule; idea plot area fuselage cross- section function point fore-and-aft along fuselage, plot **paraboloid** minimizes somethin' 'nother (to technical it).",1,0.0
"Allen, sometimes I think OK. And sometimes tend rashly leap making statement without thinking out. Wanna guess today? You'd need launch HLVs send large amounts stuff. Do know private Titan pad?",1,0.5095
"[Stuff deleted] Would Mr. Hart please explain one could get every nation earth every corporation agree astronomers night sky without `coercion'. Remember every nation follows English common law. In countries, history, probably true rulers `owned' everything explicitly owned individuals. Even North America, principle enunciated, aboriginal inhabitants owned everything, new arrivals wanted use land resources, took over. In case Mr. Hart noticed, currently brutal war going Bosnia owns what. Of course, friendly super power give international astronomy organization anti-satelite missiles also agree defend attacked, proposal might work, would hardly non-coercive. Some us nutty environmentalists think might make sense first try mobilize public opinion advertising space also use governmental actions (like taxing power, example) discourage them. This course would coercive Mr. Hart.",1,0.34
"2) Hitting....Hawks tried outmuscle Blues could it. Instead, Blues matched Hawks hit hit crunched shit game #4.....Scud line, Shanahan, Butcher, Zombo particularly took turns bashing favorite targets like Chelios. 3) Skating.....when Hawks tried outskate Blues, could either. Nelson Emerson finally showed skated circles around flat footed Chicago defense.....Hedican, Felsner, Ron Wilson others also proved old cement skaters like Goulet Keith Brown, Blues could lap Chicago 400 M relay race. I agree #2 wrong #3. In fact, point Hawks way matched Blues quit trying outmuscle instead tried outskate Blues. They scored took lead. Too bad Game 4 took stupid penalties. When Hawks skated, outskated Blues took control.",0,-0.6249
": In article <1993Apr29.121501@is.morgan.com>, jlieb@is.morgan.com (Jerry Liebelson) writes... : > I want know weightlessness actually FEELS like. For example, : >there constant sensation falling? Ron Baalke (baalke@kelvin.jpl.nasa.gov) replied: : Yes, weightlessness feel like falling. It may feel strange first, : body adjust. The feeling different : sky diving. I'm astronaut, I've flown KC-135 several times. I'll tell first flight. At on-set weightlessness, shoulders lifted spine straightened. I felt momentary panic, hands tried grab onto something (like strap keeping firmly floor) prevent falling; I remember conciously over-ruling involuntary motions. My ears felt (not heard) rush I could feel fluid moving head (like get bed cold). At point, I ceased concentrate physiological response, since I science do. I busy keeping experiment going keeping track parts ""return"" gravity subsequent 1.8-G pull-out, I really pay attention physiology time. After 5 parabolas, I discovered I performing one tricks I've discovered keep getting motion sickness; I keeping head still moving slowly -- except hands arms, needed rapid, concious motion experiment. During pull-out parabola 5, queasiness finally started get me, I use one air-sickness bags. I basically useless rest flight, I went seats back plane partner (whom I drafted purpose) kept working experiment I ill. (He vetran Vomit Comet rider, one anomalous people get sick thing.) I think ""constant sensation falling"" much like swimming air. It's close sensations I feel I'm scuba diving I turn head fins up. Jerry: : >And motion sickness : >that astronauts occasionally experience? Ron: : It body's reaction strange environment. It appears : induced partly physical discomfort part mental distress. : Some people prone others, like people : prone get sick roller coaster ride others. The mental : part usually induced lack clear indication way : down, ie: Shuttle normally oriented cargo bay : pointed towards Earth, Earth (or ground) ""above"" head : astronauts. About 50% astronauts experience form : motion sickness, NASA done numerous tests space try : see keep number occurances down. I'm volunteer JSC's Space Biomedical Laboratory do, among things, tests Ron mentions. I one called Pre-flight Adaptation Trainer, consisted chair several-degree-of-freedom motion base moving geometric visual aids. The goal measure victim's^H^H^H^H^H^H^H^H subject's responses subjective physiological descriptions see repeated exposure environment could reduce future motion sickness symptoms. Jerry -- I know former active-duty astronauts personally read group. I know Bruce McCandless's office waiting anxiously Space Station Redesign option I posted last week, I think Bruce reads group himself. -- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office kjenks@gothamcity.jsc.nasa.gov (713) 483-4368",1,-0.9439
"Game two Detroit - Toronto series rougher game. I believe Clark coming hitting cylindars. I believe Probert take exception fight Clark Probert result. I know sounds kind ridiculous, I know game two Toronto come hitting. Any takers issue?",0,-0.1779
"It good see Wings play, lets give ESPN much credit. There late baseball games another option.",0,0.7845
"Come on, sci.space. An orbital billboard permanent damage; years reenter probably hit Los Angles anyway :-) The boost space commerce orbital advertising might provide might speed day possible yen dark skies get really dark skies beyond dust producing zodiacal light. Now, wanted paint CocaCola symbol moon lampblack, would give pause. It would difficult reverse widespread application pigments.",1,-0.1779
,1,0.0
,0,0.0
What mean? Are saying thought effort profitable money efficiently spent (providing max value per money spent)? I think would answer yes ballance questions. Exceptions would places like US French Indian War end US Revolution. But even colonies revolted given independance British engaged lucrative trading former colonies. Five years American Revolution England still largest US trading partner. Allen,1,0.8205
"Well said. Okay, Del, Michael unfair, unfair back. He taking college courses now, I presume studying hard, postings reveal *somewhat* hip technical issues astronautics. Plus, attentively following erudite discourse Big Brains post sci.space; inevitable get splendid technical education reading likes me? [1] Like others involved sci.space, Mr. Adams shows symptoms fledgling member technoculture, I think soaking fast. I young guy dreams once, led get technical education follow up. Too bad I wound assembly-line job stamping identical neutrinos day day... (-: [1] Though rumors persist Del I pseudonyms Fred McCall.",1,0.743
Sorry that's aesthetics argument. maybe string shoudl mofe sci.space.aesthetics. Planes ruin night sky. Blimps ruin night sky. Radio towers ruin night sky.,1,-0.9349
"News: ===== For first time season, Flames injury-free. The player remaining limp center Carey Wilson who, even healthy, major part team. Trent Yawney score goal season last regular season game San Jose. He potted first year game, also scored goals Game 1 Game 2 Los Angeles. Thoughts Game 1: ================== The Flames played horribly dropping first game series Los Angeles 6-3 Sunday afternoon. They seemed interested throwing big hits scoring goals. They physically dominated Kings, area dominated in. The game plan rush net try take advantage young, inexperienced L.A. defence shaky Kings goaltending, plans fell wayside Flames conducted steady march penalty box. Particularily stupid Theoren Fleury taking five minute major game misconduct slamming Warren Rychel's face dasher Rychel knees. Goaltender Mike Vernon played well could really faulted loss, despite well-publicized poor record afternoon games. He got little support defence clearing front net sweeping away rebounds. In fact, Marty McSorley's goal actually went Chris Dahlquist's skate front net. Thoughts Game 2: ================== The Flames came back strong second game, evidently aware potentially fatal consequences losing first two games home ice. The first period fairly even, edge going Kings. But Calgary came strong second period simply dominated Kings, scoring five goals take lead never relinquished en route 9-4 win. The deciding factors game faceoffs special teams. Calgary dominated faceoffs Game 1, able make better use faceoffs game first one. Calgary also went 3-for-5 powerplay L.A. went 1-for-8 gave shorthanded goal Joel Otto. L.A.'s powerplay goal also came late game outcome already decided. The Kings' powerplay failed needed most, 1st 2nd periods. The Flames lost RW Greg Paslawski suspected shoulder injury leveled Alexei Zhitnik right scoring Calgary's 7th goal. Charlie Huddy left game Kings groin injury. The game marred stupidity last minute. First, Craig Berube Calgary took five-minute major fighting plus game misconduct instigating went Tony Granato apparent reason. Granato drew minor strange reason. (Turtling perhaps). This followed 30 seconds later Warren Rychel drawing major, minor, game misconduct hitting Frank Musil face stick instigating fight. Musil got fighting major similarily strange reason. Hardy Yawney went toe-to-toe got double minors. (Gregson thought Musil turtling amounted fighting, Yawney Hardy throwing punches roughing? Where's guy from.....) Upcoming games: ============== Friday April 23, L.A. Sunday April 25, L.A. Tuesday April 27, home L.A. Thursday April 29, L.A. (if necessary) Saturday May 1, home L.A. (if necessary) Injuries: ======== C Carey Wilson, indefinite recurring knee injuries (Dec 10) 1992-93 Calgary Flames final regular season statistics. ======================================================== # Pos. Name GP G A Pts +/- PIM =============================================================================== 14 RW Theoren Fleury 83 34 66 100 +14 88 26 C Robert Reichel 80 40 48 88 +25 54 20 D Gary Suter 81 23 58 81 -1 112 10 LW Gary Roberts 58 38 41 79 +32 172 25 C Joe Nieuwendyk 79 38 37 75 +9 52 42 RW Sergei Makarov 71 18 39 57 0 40 2 D Al MacInnis 50 11 43 54 +15 61 29 C Joel Otto 75 19 33 54 +2 150 28 LW Paul Ranheim 83 21 22 43 -4 26 23 RW Greg Paslawski 73 18 24 42 +3 12 22 RW Ron Stern 70 10 15 25 +4 207 15 LW Brent Ashton 58 10 13 23 +11 52 11 LW Chris Lindberg 62 9 12 21 -3 18 34 D Roger Johansson 77 4 16 20 +13 62 18 D Trent Yawney 63 1 16 17 +9 67 3 D Frank Musil 80 6 10 16 +28 131 39 C Brian Skrudland 39 7 7 14 +4 65 16 LW Craig Berube 77 4 8 12 -6 209 7 D Michel Petit 35 3 9 12 -5 54 4 D Kevin Dahl 61 2 9 11 +9 56 33 C Carey Wilson (I) 22 4 7 11 +10 8 5 D Chris Dahlquist 74 3 7 10 0 66 21 D Alexander Godynyuk 27 3 4 7 +6 19 19 RW Todd Harkins 15 2 3 5 -4 22 12 LW Paul Kruse 27 2 3 5 +2 41 35 G Jeff Reese 26 0 4 4 0 4 6 D Greg Smyth 35 1 2 3 +2 95 30 G Mike Vernon 64 0 2 2 0 42 27 RW Thomas Forslund 6 0 2 2 0 0 ?? C Shawn Heaphy 1 0 0 0 0 2 ?? LW Patrick Lebeau 1 0 0 0 0 0 1 G Andrei Trefilov 1 0 0 0 0 2",0,-0.9289
"Think moment technology required that. By time could make Earth's sky look like Las Vegas, people could afford go backpacking Moon. Round trip costs 500 kg Moon would 5000 kg Low Earth ""advertising"" orbit: Very roughly cost smallish billboard, therefore. If ads become common place, would low price... The night sky Lunar backpacking trip would still pristine... There's always problem get away civilization really find ""natural"" scenery. 100 years ago, usually take trip 5 miles. Today, people would go 100 miles more. If ever get point billboards orbit, essentially means place Earth still ""wild."" While may may good thing, orbital billboards problem: They symptom growing, densely-populated civilization. Banning ads save view night sky, time ads could become widespread probably trouble finding place without street lights, _see_ stars... An ad moon Jupiter would rather pointless, since need telescope see them. However, I'd love see get publicity could underwritting ""Coca Cola Io Orbital Mapping Probe."" They already can, extent: The IAU allows names derived sponsors patrons scientific research. If Microscum donates money university astronomy program, one galactic astronomers could easily get newly discovered galaxy named them.",1,0.6808
"Forwarded from: PUBLIC INFORMATION OFFICE JET PROPULSION LABORATORY CALIFORNIA INSTITUTE OF TECHNOLOGY NATIONAL AERONAUTICS AND SPACE ADMINISTRATION PASADENA, CALIF. 91109. (818) 354-5011 Contact: Mary A. Hardin FOR IMMEDIATE RELEASE April 15, 1993 #1506 Scientists NASA's Jet Propulsion Laboratory report successful flight balloon carrying instruments designed measure study chemicals Earth's ozone layer. The April 3 flight California's Barstow/Daggett Airport reached altitude 37 kilometers (121,000 feet) took measurements part program established correlate data Upper Atmosphere Research Satellite (UARS). The data balloon flight also compared readings Atmospheric Trace Molecular Spectroscopy (ATMOS) experiment currently flying onboard shuttle Discovery. ""We launch balloons several times year part ongoing ozone research program. In fact, JPL actively involved study ozone atmosphere three important ways,"" said Dr. Jim Margitan, principal investigator balloon research campaign. ""There two JPL instruments UARS satellite,"" continued. ""The ATMOS experiment conducted JPL scientists, JPL balloon research provides collaborative ground truth activities, well data useful right."" The measurements taken balloon payload add pieces complex puzzle atmosphere, specifically mid-latitude stratosphere winter spring. Understanding chemistry occurring region helps scientists construct accurate computer models instrumental predicting future ozone conditions. The scientific balloon payload consisted three JPL instruments: ultraviolet ozone photometer measures ozone balloon ascends descends atmosphere; submillimeterwave limb sounder looks microwave radiation emitted molecules atmosphere; Fourier transform infrared interferometer monitors atmosphere absorbs sunlight. Launch occurred noontime, following three- hour ascent, balloon floated eastward approximately 130 kilometers per hour (70 knots). Data radioed ground stations recorded onboard. The flight ended 10 p.m. Pacific time eastern New Mexico payload commanded separate balloon. ""We needed fly sunset make infrared measurements,"" Margitan explained, ""and also needed fly darkness watch quickly molecules disappear."" It several weeks scientists completed results experiments. They forward data UARS central data facility Goddard Space Flight Center Greenbelt, Maryland use UARS scientists. The balloon launched National Scientific Balloon Facility, normally based Palestine, Tex., operating contract NASA's Wallops Flight Facility. The balloon launched California west-to-east wind direction desire keep operation southwest. The balloons made 20-micron (0.8 mil, less one-thousandth inch) thick plastic, 790,000 cubic meters (28 million cubic feet) volume fully inflated helium (120 meters (400 feet) diameter). The balloons weigh 1,300 1,800 kilograms (3,000 4,000 pounds). The scientific payload weighs 1,300 kilograms (3,000) pounds 1.8 meters (six feet) square 4.6 meters (15 feet) high. The JPL balloon research sponsored NASA's Upper Atmosphere Research Program UARS Correlative Measurements Program.",1,0.9578
"What's deal? c.s.h. nothing yet. Is OT, over, what? I want know! We want know! Where's Roger need him?!?!?!?! :-) -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!!",0,0.7208
"You heard Prof. McNally , days astronomy undergraduate, denouncing photon pollution. It easy imagine taking practical steps modify sodium lamps street outside Mill Hill observatory 12-gauge shotgun :-) However, seriously, possible limit effects streetlights, adding reflector, light illuminates ground, need it. As bonus, power consumption required given illumination level reduced. Strangely enough, astronomers often seek lobby elected local authorities use lighting systems, considerable success desert areas around major US observatories. At least, thats McNally told us, years ago. ( British local authorities couldn`t care less, far I see ) I suppose ""right"" dark skies aspiration, worthwhile one. Illuminated orbital billboards seem especially yukky, presumably area international law, any, although I find idea right bear anti-satellite weapons intriguing.",1,0.9062
"Why pay predictions heed, considering even predict proper matchups? Maybe try forecasting weather instead.",0,-0.1027
Yup. I agree ya. I think Devils beat Red Wings easily. SO I think send votes try diffrent teams voting. I think Islanders Quebec much better I expected. COBRA,0,0.4767
"The SDIO ""contracted"" NRL (Naval Research Laboratory) fly Clementine Mission. BTW call DSPSE (Deep Space Project Science Experiment). The NRL building spacecraft, designing detailed mission integration operations (with help from, JPL & Goddard & prob. folks I left out...don't mad). I TAMP (Trajectory Analysis & Mission Planning) team responsable IV&V traj Goddard/CSC designing. As SDIO it, reasons are: 1) safety constraints tight try run LIDAR LEO 2) LEO get new radiation data sensors, get data 9 passages Van Allen (sp?) Belts 3) since going there...why piggy-back general science 4) intercept problem lot easied LONG distances LONG times I sure things I forgotten, I told but, reasons talk about. --",1,0.2732
"You totally forgot original post posted Allen. In post stated ""wrap"" top addition overhead. Geez post finally admit true. Come little ol buns find working integration. This simply ad hominum attack know it. Of course fee. It administration. Geez Allen organization costs heck difference legitimate costs, libraries things must support program ""wrap"" originally stated it.You stated wrap top overhead couple sentences say true. Which Allen? As posted subject Allen, state wrap overhead seperate charge. You admit wrong. Nasa line item budget every year. I seen Allen. Get numbers detailed NASA budget dig wrap numbers howl high heaven it. Until barking wind. Integration could done better centers. Apollo integration done Msfc turn bad. The philosophy Reston totally wrong Allen. There bunch people completely removed work trying oversee. There way ever work. It never worked large scale project ever tried on. Could imagine Reston like set Apollo? Oh full Allen one. I agree JSC screwed big. They responsible screw people caused replaced. To make stupid statement like shows deep bias goes. Come MSFC couple weeks find wrong really are. Maybe not, people like believe exactly want believe matter facts contrary it. I agree integration single important part successful large scale effort. What I completly disagree seperating integration function people work. It called leadership Allen. That made Apollo work. Final responsibility success Apollo held less 50 people. That leadership responsibility. There neither organization set Reston is. You could take people move JSC MSFC could much better job. Why take year Reston finally say something problem? If site part process problem would never gotten hand first place. There one heck lot I know Allen, one thing I know project successful must leadership. I remember turn Reston kept SSF program shambles years you? It lack responsibility leadership programs problem. Lack leadership White House, Congress Reston. Nasa symptom greater national problem. You narrowly focused efforts see this. No, I saying located JSC never would happened first place. I time reitereate one timet leadership reston site JSC problem never would happened, totally ignoring lack leadership congress. This many headed hydra grown NASA true problem Agency try change question suit bias indicative position.",1,0.6146
"It NOT Krupp's skate. Krupp defending Steve Tuttle, Blues. They sort tripped fell toward Malarchuk, Tuttle's skate came perilously close cutting (but actually missed) jugular. Malarchuk immediately fell ice, hands neck, blood ice. He'd suffering decade. He diagnosed sleep ten days decided alcohol help sleep. Unfortunately, put ulcer medicine days earlier. It's amazing lasted long did. OCD sufferers stop distinguishing line reality imagination, fail accept something checked OK now. For example, OCD sufferrer wash hands still think dirty. He might check oven ten times sure turned off. He might see movie something automatically assume situation life. Malarchuk dramatically decreased medicine takes, still needs it. He went past winter bad OCD episode I think hospital couple days. (He felt slowed reflexes, tried go without). In event, alive well living San Diego, playing Gulls (IHL). And Tuttle longer Blues, I know is. Possibly IHL, best ask Blues fan.",0,0.5904
"Ah well, another Brian Sutter team ground dirt intensity regular season burned playoff time. Yah Fuhr awesome far, really think Sutter would learned lesson pushing team far regular season.",0,0.5859
team! Yeah Soderstrom's mask always appeared lot bigger average helmet-and-cage variety. It certain appeal josh,0,0.5562
"^^^^^^^ Ooops...that read Selke...forgive insolence. congenially, always, jd -- James David j3david@student.business.uwo.ca",0,0.0
"Actually, I think become evident, determined flaunt ignorance cost. Jagr better season Francis ... suggest otherwise insult modicum hockey knowledge. Save almost maniacal devotion almighty plus/minus ... misleading hockey stat available. Until NHL publishes useful quantifiable statistic including ice time per game measure ""quality"" (i.e., player put key situations like protecting lead late game; matched team's top one two lines; short-handed, etc), I would much rather see +/- disappear altogether instead dubious merits trumpeted little understanding implications. Brad -- ------------------------------------------------------------------------------ Brad K. Gibson INTERNET: gibson@geop.ubc.ca Dept. Geophysics & Astronomy #129-2219 Main Mall PHONE: (604)822-6722 University British Columbia FAX: (604)822-6047 Vancouver, British Columbia, Canada V6T 1Z4",0,0.8028
Didn't one early jet fighters these? I also think germans work WWII. A lot also done military... Weren't first microwave landing systems WWII too? Egad! I'm disagreeing Mary Shafer!,1,-0.549
